Standardized_Contract,Contract_Type,Group_Name,Country,Region,Exchange_Name,Parent_Name,Volume,Volume_M_Change,Volume_Y_Change, Volume_YTD ,Volume_YTD_Change,Open_Interest,Open_Interest_M_Change,Open_Interest_Y_Change, Open_Interest_YTD ,Open_Interest_YTD_Change
Natural Gas Short-Term D19 (U19),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,500,,400.00%," 4,185 ",203.30%,0,,,,
Natural Gas Short-Term D08 (U08),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,600,23.70%,," 4,470 ",38.70%,0,,,,
Natural Gas Short-Term D15 (U15),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,650,32.70%,23.80%," 4,725 ",51.20%,0,,,,
Natural Gas Short-Term D12 (U12),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,800,,300.00%," 4,479 ",26.90%,0,,,,
Natural Gas Short-Term D21 (U21),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,825,725.00%,725.00%," 2,724 ",303.60%,0,,,,
Natural Gas Short-Term D14 (U14),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,900,20.00%,350.00%," 3,355 ",-27.50%,0,,,,
Natural Gas Short-Term D22 (U22),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,305",,226.30%," 2,882 ",-12.00%,0,,,,
Natural Gas Short-Term D06 (U06),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,410",,145.20%," 7,035 ",180.80%,0,,,,
Natural Gas Short-Term D11 (U11),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,550",63.20%,," 5,790 ",157.30%,0,,,,
Natural Gas Short-Term D28 (U28),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,650",,," 3,255 ",-0.60%,0,,,,
Natural Gas Short-Term D05 (U05),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"3,565",,," 6,790 ",149.20%,0,,, 300 ,
Light Sweet Crude Oil (WTI) Daily Physical (CD),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"5,555",3.80%,32.30%," 25,570 ",-21.00%,0,,,,
Natural Gas (Henry Hub) Last-day Financial 3 Month Spread (G3),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"13,175",-49.00%,-75.20%," 119,425 ",-47.40%,0,-100.00%,-100.00%," 182,651 ",-33.30%
Crude Oil Weekly Wk 4 (LO4),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"14,886",-27.60%,151.30%," 149,757 ",278.40%,0,-100.00%,," 1,874 ",7396.00%
Crude Oil Weekly Wk 5 (LO5),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"18,627",25071.60%,94.30%," 53,489 ",112.80%,0,-100.00%,, 74 ,3600.00%
Natural Gas (Henry Hub) Daily (KD),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"58,470",5.10%,99.90%," 351,255 ",21.70%,0,,,,
No. 11 Sugar (YO),Future,Agriculture,United States,North America,New York Mercantile Exchange,CME Group,2,-33.30%,-83.30%, 42 ,-89.80%,2,0.00%,-85.70%, 17 ,-87.40%
European 1% Fuel Oil Barges FOB Rotterdam (Platts) (UH),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.00%,-100.00%, 39 ,-70.90%,3,-76.90%,-94.60%, 86 ,-90.10%
Cotton (TT),Future,Agriculture,United States,North America,New York Mercantile Exchange,CME Group,1,,-94.70%, 16 ,-97.20%,3,50.00%,-76.90%, 26 ,-72.90%
Gasoline EuroBob Oxy NWE Barges (Argus) vs European Naphtha CIF NWE (Platts) BALMO (EGB),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,5,,, 5 ,,5,,, 5 ,
Dutch TTF Natural Gas (USD per MMBTU) (ICIS Heren) Front Month (TTE),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,410,1181.30%,, 534 ,,8,,, 11 ,
Singapore Fuel Oil 380 CST (Platts) Brent Crack Spread (1000 MT) (SF3),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,, 15 ,-55.90%,9,0.00%,80.00%, 126 ,7.70%
NY RBOB (Platts) vs. RBOB Gasoline (RI),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,,,10,-23.10%,-81.80%, 193 ,-71.30%
Mini European 1% Fuel Oil Cargoes FOB NWE (Platts) (0B),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,10,-50.00%,, 113 ,-91.30%,10,-50.00%,-94.30%, 656 ,-76.40%
Mini European 1% Fuel Oil Cargoes FOB NWE (Platts) Balance of the Month (0C),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,10,,-75.00%, 10 ,-95.00%,10,,-75.00%, 10 ,-95.00%
Naphtha Cargoes CIF NWE (Platts) Crack Spread (1000 MT) Balance of the Month (NBB),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,10,0.00%,0.00%, 134 ,-28.70%,10,0.00%,0.00%, 134 ,-28.70%
Singapore Fuel Oil 180 CST (Platts) Balance of the Month (BS),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,10,-90.20%,-80.80%, 534 ,9.20%,10,-90.20%,-80.80%, 530 ,14.20%
1% Fuel Oil Cargoes CIF MED (Platts) (1W),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,,-100.00%,12,-25.00%,-98.60%, 647 ,-82.80%
Chicago CBOB Gasoline (Platts) vs. RBOB Gasoline (3C),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.00%,,-100.00%,12,-20.00%,-96.40%, 216 ,-97.10%
Mini 1% Fuel Oil Cargoes FOB MED (Platts) (MFD),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.00%, 203 ,-77.40%,13,-65.80%,-93.40%, 247 ,-86.40%
Gulf Coast Unleaded 87 Gasoline M2 (Platts) (GCM),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.00%,, 59 ,-10.60%,17,-71.20%,-45.20%, 182 ,-18.40%
Conway Propane (OPIS) Average Price (CPR),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,, 18 ,-96.40%,18,0.00%,-89.10%, 108 ,-97.30%
Gasoline EuroBob Oxy NWE Barges (Argus) vs European Naphtha CIF NWE (Platts) (EGN),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,, 18 ,,18,0.00%,, 54 ,
UK NBP Natural Gas (USD per MMBTU) (ICIS Heren) Front Month (NBP),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,405,-26.20%,," 1,013 ",,18,,, 42 ,
Gasoil 0.1 Cargoes CIF MED (Platts) vs. Low Sulphur Gasoil (Z5),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.00%, 50 ,-73.70%,20,-20.00%,-78.90%, 410 ,-11.80%
Jet Aviation Fuel Cargoes FOB MED (Platts) vs. Low Sulphur Gasoil (1V),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.00%, 12 ,-93.00%,20,-20.00%,-76.50%, 246 ,-48.30%
Mini Singapore Fuel Oil 380 CST (Platts) vs. European 3.5% Fuel Oil Barges FOB Rotterdam (Platts) (MSB),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.00%,, 45 ,,20,0.00%,, 90 ,
Mont Belvieu Ethylene (PCW) Balance of the Month (MBB),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,20,,, 500 ,495.20%,20,,, 500 ,495.20%
CIG Rockies Natural Gas (Platts IFERC) Fixed Price (XIC),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,, 44 ,,24,-14.30%,, 248 ,
Singapore Jet Kerosene (Platts) Dubai (Platts) Crack Spread (KSD),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,, 75 ,,25,-50.00%,, 600 ,-23.10%
Conway Natural Gasoline (OPIS) Balance of the Month (CGB),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,25,,, 25 ,316.70%,25,,, 25 ,316.70%
Ontario Peak Calendar-Day (OPD),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,10,0.00%,-66.70%, 505 ,31.20%,30,0.00%,-76.90%, 565 ,-60.60%
Mini European Propane CIF ARA (Argus) (MPS),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,20,100.00%,, 40 ,,30,200.00%,, 60 ,
3.5% Fuel Oil Rotterdam vs. 3.5% FOB MED Spread Balance of the Month (63),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,30,-87.50%,-89.50%, 767 ,-41.80%,30,-87.50%,-89.50%, 742 ,-43.00%
Mini Japan C&F Naphtha (Platts) Balance of the Month (E6M),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,30,-25.00%,-25.00%, 222 ,-52.50%,30,-25.00%,-25.00%, 222 ,-52.50%
Singapore Fuel Oil 180 CST (Platts) vs. 380 CST (Platts) Balance of the Month (MSD),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,30,,100.00%, 70 ,133.30%,30,,100.00%, 70 ,133.30%
European 1% Fuel Oil Cargoes FOB NWE (Platts) (UF),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,6,-70.00%,-40.00%, 689 ,-49.20%,35,-5.40%,-94.00%," 1,497 ",-66.00%
Gasoil 0.1 Barges FOB Rotterdam (Platts) (VL),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,15,200.00%,-40.00%, 100 ,300.00%,35,16.70%,40.00%, 275 ,1000.00%
European Propane CIF ARA (Argus) Balance of the Month (32),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,37,-60.20%,-68.40%, 908 ,69.40%,37,-48.60%,-67.80%, 824 ,57.00%
European Low Sulphur Gasoil Financial (GX),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,3,,-66.70%, 244 ,-22.30%,38,-24.00%,-74.10%, 577 ,-50.90%
3.5% Fuel Oil Barges FOB Rotterdam (Platts) Crack Spread Balance of the Month (FCB),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,39,-82.60%,-81.40%," 1,613 ",30.10%,39,-82.60%,-81.40%," 1,613 ",30.10%
Mini Dated Brent (Platts) Financial (MDB),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,78,,-96.10%, 278 ,-88.50%,39,,-96.40%, 119 ,-93.90%
CSX Coal (Platts OTC Broker Index) (CPF),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.00%,, 180 ,-69.20%,40,0.00%,-66.70%, 400 ,-89.20%
Singapore Fuel Oil 380 CST (Platts) 6.35 Dubai (Platts) Crack Spread (STI),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,40,,, 182 ,-82.70%,40,,, 419 ,-71.10%
Argus Gasoline Euro-Bob Oxy Barges NWE Crack Spread (1000 MT) (EOB),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,6,-80.60%,, 127 ,39.60%,46,-14.80%,-16.40%, 470 ,-43.60%
1% Fuel Oil Rotterdam (Platts) vs. 1% Fuel Oil NWE (Platts) (33),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.00%, 80 ,-71.30%,48,-20.00%,-68.80%," 1,066 ",-27.20%
European 1% Fuel Oil Cargoes FOB MED (Platts) (EFM),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.00%,, 453 ,-29.20%,50,-26.50%,-87.80%," 1,044 ",-46.30%
Singapore Jet Kerosene (Platts) vs. Gasoil (Platts) Balance of the Month (Z0),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,50,,, 50 ,,50,,, 50 ,
ULSD 10 PPM CIF MED (Platts) vs. Low Sulphur Gasoil (Z7),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.00%, 66 ,-60.00%,54,-5.30%,-26.00%, 363 ,-65.10%
Mini Singapore Fuel Oil 180 CST (Platts) Balance of the Month (5L),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,55,,-21.40%, 546 ,-66.10%,55,,10.00%, 536 ,-65.20%
ISO New England Monthly Off Peak LMP Swap (KI),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,,,56,-20.00%,-82.50%," 1,008 ",-76.30%
Tennessee 500 Leg Natural Gas (Platts IFERC) Basis (NM),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.00%, 428 ,-73.70%,62,-49.20%,-96.60%," 4,530 ",-72.20%
Tennessee 800 Leg Natural Gas (Platts IFERC) Basis (6Z),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,,-100.00%,62,-49.20%,-94.00%," 2,752 ",-79.40%
Mini Singapore Fuel Oil 380 CST (Platts) Balance of the Month (MTB),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,75,-67.40%,-62.90%," 1,378 ",-33.10%,65,-71.70%,-67.80%," 1,368 ",-28.30%
Jet Aviation Fuel Cargoes FOB MED (Platts) (1T),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.00%,, 102 ,410.00%,66,-15.40%,, 389 ,498.50%
European Jet Kerosene Cargoes CIF NWE (Platts) (UJ),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,3,-92.90%,, 105 ,176.30%,66,-15.40%,450.00%, 389 ,88.80%
Low Sulphur Gasoil Crack Spread (1000 MT) Financial (GOC),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,15,0.00%,-50.00%, 120 ,21.20%,67,3.10%,-44.60%, 894 ,-24.90%
ISO New England Mass Hub Day-Ahead Peak Calendar-Month 2.5 MW (NI),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,, 10 ,-50.00%,68,-20.00%,-81.30%," 1,264 ",-71.90%
European 1% Fuel Oil Cargoes FOB MED vs. European 1% Fuel Oil Cargoes FOB NWE Spread (Platts) (ENS),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,30,50.00%,-43.40%, 180 ,-83.90%,70,-12.50%,-86.60%, 965 ,-73.70%
Synthetic Sweet Oil (Net Energy) Monthly Index (SSW),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,75,-16.70%,, 870 ,,75,-54.50%,, 840 ,
Mini Gasoil 0.1 Cargoes CIF NWE (Platts) vs. Low Sulphur Gasoil (MGF),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.00%,, 286 ,186.00%,79,-7.10%,690.00%, 554 ,11.90%
PJM Northern Illinois Hub Real-Time Peak Calendar-Month 2.5 MW (UM),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,,,80,-20.00%,-75.00%," 1,440 ",-60.00%
ISO New England Connecticut Zone 5 MW Peak Calendar-Month Day-Ahead LMP (P2),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,,-100.00%,83,-21.70%,-87.70%," 1,523 ",-73.70%
Japan C&F Naphtha (Platts) Balance of the Month (E6),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,86,,," 1,400 ",278.40%,86,,," 1,368 ",285.40%
Mini European 3.5% Fuel Oil Barges FOB Rotterdam (Platts) Balance of the Month (0E),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,90,-28.00%,-93.20%," 4,040 ",-50.70%,90,-28.00%,-92.30%," 3,396 ",-51.20%
Mini Gasoline Euro-Bob Oxy NWE Barges (Argus) Balance of the Month (MEB),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,103,-59.60%,-74.90%," 4,154 ",7.90%,93,-62.80%,-77.30%," 3,995 ",7.00%
Premium Unleaded Gasoline 10 PPM FOB MED (Platts) (3G),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,38,-55.30%,-77.40%, 531 ,-79.40%,98,-22.80%,-61.90%," 1,027 ",-73.50%
Group Three ULSD (Platts) (A7),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,, 125 ,-58.30%,100,-20.00%,-66.70%," 1,800 ",200.00%
NY Harbor ULSD Crack Spread (CH),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,, 100 ,,100,0.00%,, 400 ,
Singapore Gasoil (Platts) Average Price (M2),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,,,100,-20.00%,-66.70%," 1,800 ",-33.30%
Singapore Mogas 95 Unleaded (Platts) (V0),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,, 150 ,,100,-20.00%,0.00%," 2,550 ",34.10%
Brent Crude Oil Balance of the Month (J9),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,100,,-50.00%, 578 ,-55.00%,100,,-50.00%, 578 ,-45.90%
Mini Argus Propane (Saudi Aramco) (MAS),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,100,233.30%,233.30%, 315 ,-67.20%,100,233.30%,150.00%, 315 ,-76.10%
Mini Dubai Crude Oil (Platts) (DBL),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,100,-78.90%,-50.00%," 1,625 ",150.00%,100,-69.20%,-50.00%," 1,275 ",-75.00%
Gasoline Euro-Bob Oxy NWE Barges (Argus) Balance of the Month (7R),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,109,-50.50%,-63.70%," 2,180 ",-9.80%,109,-47.80%,-62.40%," 2,136 ",-3.90%
Argus Propane Far East Index Balance of the Month (22),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,122,9.90%,408.30%, 733 ,75.40%,109,2.80%,354.20%, 673 ,70.40%
Mini ULSD 10 PPM Cargoes CIF MED (Platts) vs. Low Sulphur Gasoil (UCM),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.00%,-100.00%, 265 ,-17.40%,114,-26.90%,14.00%, 897 ,17.70%
Canadian C5+ Condensate Index (Net Energy) (CC5),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,, 600 ,,120,-33.30%,," 1,230 ",
MISO Indiana Hub (formerly Cinergy Hub) Off-Peak LMP (EJ),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,,-100.00%,120,0.00%,-68.10%," 1,140 ",-77.20%
NYISO Zone J Off-Peak LBMP (KK),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,,-100.00%,120,-20.00%,-77.70%," 2,160 ",-69.00%
Mini 3.5% Fuel Oil Cargoes FOB MED (Platts) Financial (MMF),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,47,291.70%,-53.00%, 485 ,-61.10%,120,26.30%,-39.40%," 1,495 ",-38.80%
Gasoil 0.1 Barges FOB Rotterdam (Platts) vs. Low Sulphur Gasoil (WQ),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,, 150 ,150.00%,130,-7.10%,209.50%, 945 ,65.50%
European Low Sulphur Gasoil Bullet (BG),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,100,,, 130 ,,130,333.30%,, 220 ,
Dubai Crude Oil (Platts) Average Price (AH),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,,-100.00%,150,0.00%,-88.40%," 1,350 ",-89.10%
NY 3.0% Fuel Oil (Platts) (H1),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,75,0.00%,200.00%," 3,260 ",117.30%,150,50.00%,-66.70%," 6,595 ",-13.20%
Mini Singapore Gasoil (Platts) (MSG),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,87,-15.50%,190.00%," 2,301 ",305.80%,150,-26.10%,-14.30%," 3,746 ",426.10%
Daily European Naphtha CIF NWE (Platts) (NCP),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,150,525.00%,," 1,514 ",858.20%,150,525.00%,," 1,273 ",666.90%
Japan C&F Naphtha Dubai (Platts) Crack Spread (JNC),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,150,,, 150 ,,150,,, 150 ,
Mont Belvieu Ethane (OPIS) Balance of the Month (8C),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,150,-14.30%,-34.80%," 2,597 ",148.50%,150,-14.30%,-34.80%," 2,482 ",137.50%
Mini Argus Propane Far East Index (MAE),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,160,128.60%,, 300 ,-22.10%,150,66.70%,87.50%, 350 ,-59.10%
European 3.5% Fuel Oil Barges FOB Rotterdam (Platts) Average Price (Q6),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,,-100.00%,160,-20.00%,-68.60%," 3,300 ",22.20%
Mont Belvieu LDH Iso-Butane (OPIS) (MBL),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.00%,-100.00%, 266 ,13.70%,160,-15.80%,-8.60%," 1,590 ",26.50%
Singapore Jet Kerosene (Platts) Average Price (N2),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,,,160,-20.00%,-77.10%," 4,770 ",-51.80%
ISO New England West Central Massachusetts Zone 5 MW Peak Calendar-Month Day-Ahead LMP (R6),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,,-100.00%,166,-21.70%,-91.60%," 4,096 ",-85.70%
"Southern Star, Tx.-Okla.-Kan. Natural Gas (Platts IFERC) Basis (8Z)",Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.00%,,-100.00%,168,-8.70%,-75.90%," 2,730 ",-71.00%
PJM AEP Dayton Hub Real-Time Peak Calendar-Day 5 MW (VD),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,,,180,5.90%,-54.10%," 1,602 ",-38.30%
"Southern Natural, Louisiana Natural Gas (Platts IFERC) Basis (SZ)",Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,,-100.00%,184,-24.60%,-87.20%," 3,850 ",-88.30%
Sumas Natural Gas (Platts IFERC) Fixed Price (DVS),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,, 306 ,,184,-24.60%,-82.80%," 3,850 ",-69.70%
Gasoline Euro-Bob Oxy NWE Barges (Argus) Crack Spread Balance of the Month (7I),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,190,,74.30%," 1,065 ",-23.90%,190,,74.30%," 1,023 ",-25.50%
PJM AEP Dayton Hub Off-Peak LMP (VP),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,,,200,-20.00%,-77.00%," 3,600 ",-66.60%
