Standardized_Contract,Contract_Type,Group_Name,Exchange_Name,Country,Region,Parent_Name,Volume,Volume_M_Change,Volume_Y_Change,Open_Interest,Open_Interest_M_Change,Open_Interest_Y_Change
ULSD 10 PPM CIF MED (Platts) vs. Low Sulphur Gasoil (Z7),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,0,,-100.00%,57,-5.00%,-40.00%
JN21 Bond,Future,Interest Rates,Mexican Derivatives Exchange,Mexico,Latin America,BMV Group,300,,,300,,
JPX-Nikkei Index 400,Future,Equity,Japan Exchange,Japan,Asia,Japan Exchange,"554,728",30.21%,50.62%,"206,827",6.97%,22.17%
USD Crude Palm Oil,Future,Agriculture,Chicago Mercantile Exchange,United States,North America,CME Group,0,-100.00%,-100.00%,660,-26.67%,450.00%
JPY/Indian Rupee,Future,Currencies,Metropolitan Stock Exchange of India,India,Asia,Metropolitan Stock Exchange of India,"1,318",-91.51%,-96.06%,333,66.50%,-87.39%
JPY/INR,Future,Currencies,BSE,India,Asia,BSE,"16,018",-75.17%,-79.85%,789,15.52%,-65.27%
JPY/USD Premium Quoted (European Style) – 2 PM Fix,Option,Currencies,Chicago Mercantile Exchange,United States,North America,CME Group,"341,672",12.29%,64003.56%,"155,936",11.89%,29156.29%
USD/CHF,Future,Currencies,Budapest Stock Exchange,Hungary,Europe,CEE Stock Exchange Group,0,,-100.00%,200,0.00%,-97.30%
USD/RUB,Future,Currencies,Budapest Stock Exchange,Hungary,Europe,CEE Stock Exchange Group,0,-100.00%,,700,0.00%,16.67%
USD/UAH,Future,Currencies,Moscow Exchange,Russia,Europe,Moscow Exchange,0,-100.00%,-100.00%,12,0.00%,-80.65%
Kapas,Future,Agriculture,National Commodity & Derivatives Exchange,India,Asia,National Commodity & Derivatives Exchange,"58,484",-8.69%,-63.65%,"6,229",-18.38%,-41.55%
KBW Bank Index (BKX),Option,Equity,Nasdaq PHLX,United States,North America,Nasdaq,"11,203",28.45%,24.48%,,,
Ventura Natural Gas (Platts IFERC) Basis (PF),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,0,,-100.00%,"2,612",-13.28%,-52.91%
WTI-Brent Bullet (BY),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,0,,,904,0.00%,
KC Hard Red Winter Wheat,Future,Agriculture,Chicago Board of Trade,United States,North America,CME Group,"1,439,718",41.51%,23.53%,"276,602",2.14%,21.57%
KC Hard Red Winter Wheat,Option,Agriculture,Chicago Board of Trade,United States,North America,CME Group,"54,099",0.91%,76.36%,"46,398",-12.20%,55.63%
KCBT Wheat,Future,Agriculture,JSE Securities Exchange,South Africa,Other,JSE Securities Exchange,339,285.23%,1110.71%,134,123.33%,57.65%
Xetra-Gold,Option,Metals,Eurex,Germany,Europe,Eurex,0,,,213,0.00%,868.18%
Kerosene,Future,Energy,Tokyo Commodity Exchange,Japan,Asia,Tokyo Commodity Exchange,"12,851",-33.47%,-23.95%,"6,190",-1.61%,-28.97%
Kerosene (Barge Delivered),Future,Energy,Tokyo Commodity Exchange,Japan,Asia,Tokyo Commodity Exchange,662,5.58%,,0,,
Kerosene (Lorry Delivered),Future,Energy,Tokyo Commodity Exchange,Japan,Asia,Tokyo Commodity Exchange,661,9.98%,,0,,
KLSE Composite Index (FKLI),Future,Equity,Malaysia Derivatives Exchange,Malaysia,Asia,Bursa Malaysia,"151,760",-3.52%,-26.20%,"26,028",-1.19%,-29.77%
KLSE Composite Index (OKLI),Option,Equity,Malaysia Derivatives Exchange,Malaysia,Asia,Bursa Malaysia,"1,172",-22.07%,38.21%,741,1.65%,34.00%
Korean Won,Future,Currencies,Chicago Mercantile Exchange,United States,North America,CME Group,8,33.33%,33.33%,29,7.41%,26.09%
Kosdaq 150,Future,Equity,Korea Exchange,South Korea,Asia,Korea Exchange,"133,270",8.29%,37.35%,"42,151",14.31%,123.04%
Kospi 200,Future,Equity,Korea Exchange,South Korea,Asia,Korea Exchange,"5,206,168",33.65%,115.56%,"376,137",8.57%,125.94%
Kospi 200,Option,Equity,Eurex,Germany,Europe,Eurex,"3,632,386",28.84%,116.63%,0,,
Kospi 200,Option,Equity,Korea Exchange,South Korea,Asia,Korea Exchange,"59,608,138",24.40%,114.51%,"3,343,601",7.83%,141.67%
KRW/USD,Future,Currencies,Singapore Exchange,Singapore,Asia,Singapore Exchange,"5,376",18.52%,69.22%,831,-10.84%,-2.69%
Late Rice (LR),Future,Agriculture,Zhengzhou Commodity Exchange,China,Asia,Zhengzhou Commodity Exchange,37,-48.61%,184.62%,0,-100.00%,
Lead,Future,Metals,Multi Commodity Exchange of India,India,Asia,Multi Commodity Exchange of India,"336,891",6.49%,35.06%,"2,733",-11.67%,-44.49%
Lead,Future,Metals,Shanghai Futures Exchange,China,Asia,Shanghai Futures Exchange,"1,298,305",57.52%,698.13%,"39,736",-4.13%,164.48%
Lead TAPOS,Option,Metals,London Metal Exchange,United Kingdom,Europe,Hong Kong Exchanges and Clearing,293,-93.49%,,"1,793",19.22%,1693.00%
Lean Hog,Future,Agriculture,Chicago Mercantile Exchange,United States,North America,CME Group,"976,007",-0.53%,51.21%,"246,566",-8.17%,17.35%
Lean Hog,Option,Agriculture,Chicago Mercantile Exchange,United States,North America,CME Group,"318,527",68.47%,76.23%,"182,770",-1.00%,9.99%
Light Sweet Crude Oil (WTI) Daily Physical (CD),Option,Energy,New York Mercantile Exchange,United States,North America,CME Group,"5,350",122.45%,87.72%,0,,
Light Sweet Crude Oil (WTI) Financial 1 Month Spread (7A),Option,Energy,New York Mercantile Exchange,United States,North America,CME Group,"91,000",216.52%,16.82%,"293,048",-5.69%,-19.42%
Light Sweet Crude Oil European Financial (LC),Option,Energy,New York Mercantile Exchange,United States,North America,CME Group,"13,195",24.83%,4.02%,"55,784",-2.30%,-18.47%
Light Sweet Oil (Net Energy) Monthly Index (LSW),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,645,,,720,500.00%,
Linear Low Density Polyethylene (LLDPE),Future,Other,Dalian Commodity Exchange,China,Asia,Dalian Commodity Exchange,"6,140,060",-4.99%,-7.45%,"306,690",-1.82%,7.54%
Live Cattle,Future,Agriculture,B3,Brazil,Latin America,B3,"65,674",35.47%,,"10,656",54.01%,
Live Cattle,Future,Agriculture,Chicago Mercantile Exchange,United States,North America,CME Group,"1,155,815",-22.28%,16.65%,"314,834",-11.62%,22.15%
Live Cattle,Option,Agriculture,Chicago Mercantile Exchange,United States,North America,CME Group,"224,112",25.19%,-25.93%,"181,806",-10.62%,-14.64%
Live Cattle ,Option,Agriculture,B3,Brazil,Latin America,B3,"71,163",107.85%,,"45,095",40.41%,
LLS (Argus) vs. WTI Financial (WJ),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,"8,245",238.19%,3.39%,"19,025",-4.55%,-48.40%
LNG Gas,Future,Energy,SGX,Singapore,Asia,Singapore Exchange,60,200.00%,,40,-33.33%,
LNG Japan/Korea Marker (Platts) (JKM),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,310,,,310,,
London Aluminium Mini,Future,Metals,Hong Kong Exchanges and Clearing,Hong Kong,Asia,Hong Kong Exchanges and Clearing,30,900.00%,-72.48%,19,1800.00%,-71.21%
London Copper Mini,Future,Metals,Hong Kong Exchanges and Clearing,Hong Kong,Asia,Hong Kong Exchanges and Clearing,128,652.94%,8.47%,80,300.00%,142.42%
London Lead Mini,Future,Metals,Hong Kong Exchanges and Clearing,Hong Kong,Asia,Hong Kong Exchanges and Clearing,41,7.89%,,5,,400.00%
London Nickel Mini,Future,Metals,Hong Kong Exchanges and Clearing,Hong Kong,Asia,Hong Kong Exchanges and Clearing,20,-25.93%,-98.46%,0,-100.00%,-100.00%
London Zinc Mini,Future,Metals,Hong Kong Exchanges and Clearing,Hong Kong,Asia,Hong Kong Exchanges and Clearing,15,-62.50%,-97.40%,12,1100.00%,-81.25%
Long Gilt,Future,Interest Rates,ICE Futures Europe,United Kingdom,Europe,Intercontinental Exchange,"5,356,757",64.26%,4.53%,"826,125",26.94%,59.42%
Long Term Bond,Future,Interest Rates,Warsaw Stock Exchange,Poland,Europe,Warsaw Stock Exchange,50,,2400.00%,53,1666.67%,5200.00%
LOOP Crude Oil Storage (LPS),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,"4,100",-30.15%,-13.65%,"18,135",-1.63%,-14.83%
LOOP Gulf Coast Sour Crude Oil (MB),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,740,,32.14%,"1,720",1.18%,-15.27%
Los Angeles CARB Diesel (OPIS) vs. NY Harbor ULSD (KL),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,450,200.00%,-63.86%,375,87.50%,-69.39%
Los Angeles CARBOB Gasoline (OPIS) vs. RBOB Gasoline (JL),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,325,,0.00%,200,-38.46%,-50.00%
Los Angeles Jet (OPIS) vs. NY Harbor ULSD (JS),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,"3,275",216.43%,-10.03%,"3,205",35.52%,17.18%
Low Sulphur Gasoil Crack Spread (1000 MT) Financial (GOC),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,15,-40.00%,,65,-16.67%,-37.50%
Low Sulphur Gasoil Financial (GOQ),Future,Energy,Nasdaq NFX,United States,North America,Nasdaq,"966,875",18.32%,27.35%,"1,626",-10.02%,-75.02%
Low Sulphur Gasoil Mini Financial (QA),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,188,717.39%,-12.96%,432,30.51%,-37.93%
Maize,Future,Agriculture,National Commodity & Derivatives Exchange,India,Asia,National Commodity & Derivatives Exchange,"4,390",-28.77%,-64.34%,"1,068",-26.90%,-68.04%
Malaysian Palm Oil Calendar Swap,Future,Agriculture,Chicago Mercantile Exchange,United States,North America,CME Group,"5,192",-8.27%,-30.55%,"27,188",-3.00%,35.48%
Mars (Argus) vs WTI Trade Month Average Price (YVO),Option,Energy,New York Mercantile Exchange,United States,North America,CME Group,750,,,750,,
Mars (Argus) vs. WTI Financial (YX),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,"3,400",-41.68%,211.93%,"11,608",10.04%,-3.71%
Mars (Argus) vs. WTI Trade Month (YV),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,"11,890",-5.22%,-41.03%,"14,224",-13.00%,-7.00%
Maxi Dollar/Rand,Future,Currencies,JSE Securities Exchange,South Africa,Other,JSE Securities Exchange,"130,200",334.00%,-27.91%,"95,400",36.68%,19.55%
MDAX,Future,Equity,Eurex,Germany,Europe,Eurex,"10,665",38.58%,-4.81%,"7,505",19.98%,-2.28%
MDAX,Option,Equity,Eurex,Germany,Europe,Eurex,132,-24.14%,-88.31%,568,6.77%,-67.62%
Medium Gilt,Future,Interest Rates,ICE Futures Europe,United Kingdom,Europe,Intercontinental Exchange,"1,664",1123.53%,-56.38%,837,9.70%,-32.72%
Medium Term Bond,Future,Interest Rates,Warsaw Stock Exchange,Poland,Europe,Warsaw Stock Exchange,250,-50.00%,,450,-10.00%,
Mentha Oil,Future,Agriculture,Multi Commodity Exchange of India,India,Asia,Multi Commodity Exchange of India,"102,384",55.52%,26.41%,"5,621",-2.58%,-19.54%
Merval Stock Index,Future,Equity,Rosario Futures Exchange,Argentina,Latin America,Rosario Futures Exchange,"48,431",33.33%,425.40%,"5,271",12.46%,207.71%
Merval Stock Index,Option,Equity,Rosario Futures Exchange,Argentina,Latin America,Rosario Futures Exchange,152,334.29%,,108,620.00%,
Methanol (MA),Future,Other,Zhengzhou Commodity Exchange,China,Asia,Zhengzhou Commodity Exchange,"10,043,035",-21.16%,37.13%,"381,663",0.68%,45.57%
Mexican Peso,Future,Currencies,B3,Brazil,Latin America,B3,"4,646",51.53%,,"1,550",-3.91%,
Mexican Peso,Future,Currencies,Chicago Mercantile Exchange,United States,North America,CME Group,"812,852",14.20%,-27.70%,"242,163",12.64%,103.90%
Mexican Peso,Option,Currencies,Chicago Mercantile Exchange,United States,North America,CME Group,235,-47.54%,-94.08%,784,-30.37%,-75.73%
Mexican Peso/Euro,Future,Currencies,Mexican Derivatives Exchange,Mexico,Latin America,BMV Group,2,-66.67%,-98.11%,29,7.41%,-45.28%
Mexican Peso/US Dollar,Future,Currencies,ICE Futures U.S.,United States,North America,Intercontinental Exchange,40,,,57,235.29%,
Mexican Peso/US Dollar,Future,Currencies,Mexican Derivatives Exchange,Mexico,Latin America,BMV Group,"362,245",118.49%,-18.09%,"936,778",4.06%,-8.75%
Mexican Peso/US Dollar,Option,Currencies,Mexican Derivatives Exchange,Mexico,Latin America,BMV Group,"4,030",129.63%,706.00%,"7,790",107.13%,146.91%
MICEX Index,Future,Equity,Moscow Exchange,Russia,Europe,Moscow Exchange,"424,063",-18.21%,6.72%,"17,074",-7.28%,-54.81%
MICEX Index,Option,Equity,Moscow Exchange,Russia,Europe,Moscow Exchange,25,-16.67%,-93.09%,728,0.83%,-54.10%
MICEX Index (mini),Future,Equity,Moscow Exchange,Russia,Europe,Moscow Exchange,"807,708",-37.97%,-69.78%,"30,384",-13.98%,-77.08%
MICEX Index (mini),Option,Equity,Moscow Exchange,Russia,Europe,Moscow Exchange,"9,401",30.15%,-92.77%,"14,658",48.21%,-89.83%
Micro CAD/USD,Future,Currencies,Chicago Mercantile Exchange,United States,North America,CME Group,"24,740",-2.71%,20.29%,"3,179",14.39%,140.83%
Micro CHF/USD,Future,Currencies,Chicago Mercantile Exchange,United States,North America,CME Group,"1,023",22.37%,-20.45%,184,5.14%,-63.78%
Micro JPY/USD,Future,Currencies,Chicago Mercantile Exchange,United States,North America,CME Group,"30,881",17.12%,7.72%,"2,249",0.31%,77.51%
Mid Term Euro-OAT,Future,Interest Rates,Eurex,Germany,Europe,Eurex,6,200.00%,-96.94%,4,-60.00%,-98.17%
All Options on Exchange Traded Funds,Option,Equity,OCC,United States,North America,OCC,,,,"107,609,237",14.22%,9.01%
All Options on Individual Equities,Option,Equity,OCC,United States,North America,OCC,,,,"174,013,188",5.36%,2.83%
Milling Wheat,Future,Agriculture,Euronext Derivatives Market,United Kingdom,Europe,Euronext,"962,399",-1.32%,40.71%,"347,251",-1.75%,28.54%
Milling Wheat,Option,Agriculture,Euronext Derivatives Market,United Kingdom,Europe,Euronext,"89,363",-14.32%,1.61%,"188,487",-16.08%,-7.43%
Mini 3.5% Fuel Oil Cargoes FOB MED (Platts) Financial (MMF),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,12,,-85.88%,95,0.00%,-22.76%
Mini 10 Year Japan Government Bond,Future,Interest Rates,Japan Exchange,Japan,Asia,Japan Exchange,89,-66.16%,-34.56%,98,68.97%,6.52%
Mini Argus Propane (Saudi Aramco) (MAS),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,30,0.00%,50.00%,30,0.00%,0.00%
Mini Argus Propane Far East Index (MAE),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,70,75.00%,133.33%,90,80.00%,-30.77%
Mini Brent Crude (100 BBL),Future,Energy,ICE Futures Singapore,Singapore,Asia,ICE Futures Singapore,"237,897",17.02%,155.03%,"3,492",15.13%,-25.05%
Mini Corn,Future,Agriculture,Chicago Board of Trade,United States,North America,CME Group,"9,675",-23.54%,-9.23%,"5,710",-21.33%,-26.10%
Mini DJ Industrial Index,Option,Equity,Chicago Board of Trade,United States,North America,CME Group,"6,729",13.42%,73.70%,"7,095",23.93%,-38.82%
Mini Dubai Crude Oil (Platts) (DBL),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,475,375.00%,,325,225.00%,
Mini Euro,Future,Currencies,B3,Brazil,Latin America,B3,49,19.51%,,6,-14.29%,
Mini European 1% Fuel Oil Cargoes FOB NWE (Platts) (0B),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,20,0.00%,-60.00%,20,-80.95%,-93.98%
Mini European 3.5% Fuel Oil Barges FOB Rotterdam (Platts) (0D),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,"2,105",-10.69%,-30.67%,"6,870",0.82%,-5.84%
Mini European 3.5% Fuel Oil Barges FOB Rotterdam (Platts) Balance of the Month (0E),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,125,-68.35%,-87.36%,125,-52.83%,-86.62%
Mini European Diesel 10 PPM Barges FOB Rotterdam (Platts) vs. Low Sulphur Gasoil (MUD),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,138,,-57.01%,374,25.08%,-16.14%
Mini European Jet Kero Cargoes CIF NWE (Platts) vs. Low Sulphur Gasoil (MJC),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,20,-42.86%,-86.11%,455,-5.21%,-17.27%
Mini European Naphtha (Platts) Balance of the Month (MEN),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,657,115.41%,15.67%,613,111.38%,15.01%
Mini European Naphtha CIF NWE (Platts) (MNC),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,"3,970",2.93%,7.04%,"4,544",-6.48%,-5.69%
Mini European Propane CIF ARA (Argus) (MPS),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,10,,,10,,
Mini Gasoil 0.1 Cargoes CIF NWE (Platts) vs. Low Sulphur Gasoil (MGF),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,89,,,85,347.37%,165.63%
Mini Gasoline Euro-Bob Oxy NWE Barges (Argus) (MEO),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,"7,111",-3.29%,-32.63%,"6,181",0.41%,-43.04%
Mini Gasoline Euro-Bob Oxy NWE Barges (Argus) Balance of the Month (MEB),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,255,-59.13%,-70.31%,250,-58.88%,-70.45%
Mini Gold,Future,Metals,ICE Futures U.S.,United States,North America,Intercontinental Exchange,"10,400",13.04%,-40.44%,908,18.69%,-24.08%
Mini H-Shares Index,Future,Equity,Hong Kong Exchanges and Clearing,Hong Kong,Asia,Hong Kong Exchanges and Clearing,"322,418",7.83%,-11.17%,"4,430",7.71%,-3.08%
Mini H-shares Index,Option,Equity,Hong Kong Exchanges and Clearing,Hong Kong,Asia,Hong Kong Exchanges and Clearing,"36,031",22.24%,,"4,975",3.17%,
Mini Hang Seng Index,Future,Equity,Hong Kong Exchanges and Clearing,Hong Kong,Asia,Hong Kong Exchanges and Clearing,"1,152,401",39.43%,17.75%,"9,192",-24.37%,-20.57%
Mini Hang Seng Index,Option,Equity,Hong Kong Exchanges and Clearing,Hong Kong,Asia,Hong Kong Exchanges and Clearing,"141,772",-9.47%,14.06%,"18,548",43.60%,61.53%
Mini IBEX 35,Future,Equity,MEFF,Spain,Europe,MEFF,"121,835",2.28%,-10.94%,"8,006",3.93%,6.00%
Mini Indian Rupee,Future,Currencies,Dubai Gold & Commodities Exchange,United Arab Emirates,Asia,Dubai Gold & Commodities Exchange,"80,982",6.54%,19.15%,"4,200",-21.86%,192.89%
Mini IPC Stock Index,Future,Equity,Mexican Derivatives Exchange,Mexico,Latin America,BMV Group,"1,672",-45.56%,-95.45%,"1,549",-3.91%,-79.41%
Mini Japan C&F Naphtha (Platts) (MJN),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,"1,400",-44.53%,23.89%,"2,135",-10.97%,11.20%
Mini Japan C&F Naphtha (Platts) Balance of the Month (E6M),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,40,33.33%,,40,33.33%,
Mini Japanese Government Bond,Future,Interest Rates,Singapore Exchange,Singapore,Asia,Singapore Exchange,"31,848",19.01%,-5.35%,"19,567",46.73%,7.35%
Mini Kospi 200,Future,Equity,Korea Exchange,South Korea,Asia,Korea Exchange,"1,390,940",21.32%,83.85%,"115,699",39.96%,170.60%
Mini Kospi 200,Option,Equity,Korea Exchange,South Korea,Asia,Korea Exchange,"1,288,237",19.89%,-24.23%,"209,475",80.59%,-10.80%
Mini Kospi 200 Daily (FMK2),Future,Equity,Eurex,Germany,Europe,Eurex,"15,343",147.47%,,0,,
Mini Lead,Future,Metals,Multi Commodity Exchange of India,India,Asia,Multi Commodity Exchange of India,"517,263",5.31%,40.14%,"3,875",-15.34%,-38.45%
Mini Low Sulphur Gasoil (10 MT),Future,Energy,ICE Futures Singapore,Singapore,Asia,ICE Futures Singapore,400,-24.53%,-93.25%,130,-51.85%,-90.00%
Mini MSCI ACWI NTR,Future,Equity,ICE Futures U.S.,United States,North America,Intercontinental Exchange,"11,001",,-3.92%,"53,527",25.87%,12.52%
Mini MSCI EAFE Index,Future,Equity,ICE Futures U.S.,United States,North America,Intercontinental Exchange,"363,769",25.51%,46.20%,"348,259",6.04%,51.50%
Mini MSCI EM Asia NTR,Future,Equity,ICE Futures U.S.,United States,North America,Intercontinental Exchange,"138,025",6108.95%,,"128,231",123.02%,
Mini MSCI Emerging Markets,Future,Equity,ICE Futures U.S.,United States,North America,Intercontinental Exchange,"1,357,093",22.44%,-8.90%,"1,128,985",6.09%,26.77%
Mini MSCI Emerging Markets Latin America Index,Future,Equity,ICE Futures U.S.,United States,North America,Intercontinental Exchange,428,-18.32%,-43.09%,216,20.67%,-64.06%
