Standardized_Contract,Contract_Type,Group_Name,Country,Region,Exchange_Name,Parent_Name,Volume,Volume_M_Change,Volume_Y_Change,Volume_YTD,Volume_YTD_Change,Open_Interest,Open_Interest_M_Change,Open_Interest_Y_Change,Open_Interest_YTD,Open_Interest_YTD_Change
Copper Grade A TAPOS,Option,Metals,United Kingdom,Europe,London Metal Exchange,Hong Kong Exchanges and Clearing,48,-99.8%,-98.9%,28950,335.6%,"23,658",-11.6%,563.2%,155716,615.4%
Primary Nickel,Option,Metals,United Kingdom,Europe,London Metal Exchange,Hong Kong Exchanges and Clearing,"72,924",-16.2%,18.1%,625427,33.3%,"52,277",-1.3%,-11.8%,478114,12.2%
Primary Aluminium TAPOS,Option,Metals,United Kingdom,Europe,London Metal Exchange,Hong Kong Exchanges and Clearing,112,-26.3%,-93.1%,28966,-65.0%,"56,232",-6.7%,-25.0%,624978,94.7%
Special High Grade Zinc,Option,Metals,United Kingdom,Europe,London Metal Exchange,Hong Kong Exchanges and Clearing,"125,897",-15.8%,19.5%,1082613,38.0%,"98,753",-30.6%,-2.6%,1144519,32.9%
Standard Lead,Future,Metals,United Kingdom,Europe,London Metal Exchange,Hong Kong Exchanges and Clearing,"1,234,178",24.2%,28.3%,7922054,-1.5%,"152,476",8.7%,-1.0%,1174652,-14.2%
Copper Grade A,Option,Metals,United Kingdom,Europe,London Metal Exchange,Hong Kong Exchanges and Clearing,"175,215",-7.6%,35.9%,1305355,-0.9%,"160,592",-1.9%,46.5%,1208346,10.7%
High Grade Primary Aluminum,Option,Metals,United Kingdom,Europe,London Metal Exchange,Hong Kong Exchanges and Clearing,"306,242",-18.7%,55.0%,2478864,16.0%,"283,848",-8.9%,71.2%,2145653,27.2%
Primary Nickel,Future,Metals,United Kingdom,Europe,London Metal Exchange,Hong Kong Exchanges and Clearing,"2,138,335",11.5%,42.6%,15533246,4.6%,"332,179",0.3%,6.5%,2865995,-0.8%
Special High Grade Zinc,Future,Metals,United Kingdom,Europe,London Metal Exchange,Hong Kong Exchanges and Clearing,"2,932,882",7.4%,16.9%,21418281,7.4%,"372,872",-6.2%,-11.3%,3417003,1.5%
Copper Grade A,Future,Metals,United Kingdom,Europe,London Metal Exchange,Hong Kong Exchanges and Clearing,"3,250,926",13.5%,11.1%,25514047,-8.9%,"447,765",-0.3%,5.3%,3927688,-1.2%
Aluminium,Future,Metals,United Kingdom,Europe,London Metal Exchange,Hong Kong Exchanges and Clearing,"5,149,932",13.3%,29.8%,38974114,-0.1%,"912,953",-0.3%,-1.6%,8057610,-7.1%
Schatz,Future,Interest Rates,United Kingdom,Europe,LSE Derivatives Market,London Stock Exchange Group,70,-71.4%,-90.4%,19791,2607.4%,0,-100.0%,-100.0%,1729,2116.7%
BIST 30 Index,Future,Equity,United Kingdom,Europe,LSE Derivatives Market,London Stock Exchange Group,2,,,44,,1,,,4,
Bobl,Future,Interest Rates,United Kingdom,Europe,LSE Derivatives Market,London Stock Exchange Group,110,266.7%,-77.6%,6680,1257.7%,10,-66.7%,-76.2%,594,1314.3%
Bund,Future,Interest Rates,United Kingdom,Europe,LSE Derivatives Market,London Stock Exchange Group,386,-7.0%,687.8%,7161,14514.3%,40,150.0%,185.7%,638,4457.1%
OBX Index,Future,Equity,United Kingdom,Europe,LSE Derivatives Market,London Stock Exchange Group,"122,415",29.7%,-1.6%,974120,-15.6%,"52,720",6.5%,-6.6%,423039,-29.2%
3 Month Sterling,Future,Interest Rates,United Kingdom,Europe,LSE Derivatives Market,London Stock Exchange Group,"128,944",79.2%,7035.8%,541012,29839.8%,"55,570",-9.1%,7329.1%,440301,58763.8%
3 Month Euribor,Future,Interest Rates,United Kingdom,Europe,LSE Derivatives Market,London Stock Exchange Group,"119,295",59.6%,6740.3%,698479,39950.4%,"61,474",-0.8%,16928.8%,416804,115358.2%
OBX Index,Option,Equity,United Kingdom,Europe,LSE Derivatives Market,London Stock Exchange Group,"32,078",275.6%,-4.9%,197088,-6.0%,"73,769",67.2%,-14.0%,631009,0.2%
Norwegian Futures on Individual Equities,Future,Equity,United Kingdom,Europe,LSE Derivatives Market,London Stock Exchange Group,0,,,116010,-59.1%,"121,459",-8.0%,-12.9%,1215274,-13.0%
IOB DR Futures on Individual Equities,Future,Equity,United Kingdom,Europe,LSE Derivatives Market,London Stock Exchange Group,"108,300",234.9%,230.4%,496841,440.7%,"183,408",-11.3%,838.6%,1373070,860.0%
Norwegian Options on Individual Equities,Option,Equity,United Kingdom,Europe,LSE Derivatives Market,London Stock Exchange Group,"82,576",-15.5%,-16.3%,948015,-10.8%,"301,427",-26.4%,-42.9%,3753412,-26.0%
IOB DR Options on Individual Equities,Option,Equity,United Kingdom,Europe,LSE Derivatives Market,London Stock Exchange Group,"280,528",56.5%,112.2%,1974359,344.8%,"753,325",-6.2%,295.7%,6075499,274.1%
Gold (FGLD),Future,Metals,Malaysia,Asia,Malaysia Derivatives Exchange,Bursa Malaysia,163,-27.6%,-25.6%,2181,-73.1%,98,-27.4%,-62.5%,1877,-57.9%
KLSE Composite Index (OKLI),Option,Equity,Malaysia,Asia,Malaysia Derivatives Exchange,Bursa Malaysia,"1,469",25.3%,45.6%,16449,151.0%,837,13.0%,13.9%,7848,137.6%
Crude Palm Oil (OCPO),Option,Agriculture,Malaysia,Asia,Malaysia Derivatives Exchange,Bursa Malaysia,"1,607",-53.8%,-65.8%,24406,-22.3%,"13,486",-10.6%,154.5%,99794,46.7%
KLSE Composite Index (FKLI),Future,Equity,Malaysia,Asia,Malaysia Derivatives Exchange,Bursa Malaysia,"162,692",7.2%,-26.2%,1563088,-25.4%,"25,727",-1.2%,-27.4%,255762,-17.2%
Crude Palm Oil (FCPO),Future,Agriculture,Malaysia,Asia,Malaysia Derivatives Exchange,Bursa Malaysia,"1,035,571",-5.4%,4.8%,9039633,4.4%,"221,212",4.3%,19.9%,1905222,-6.8%
Ibex 35 Sectoral,Future,Equity,Spain,Europe,MEFF,MEFF,680,119.4%,466.7%,4125,3337.5%,425,304.8%,254.2%,1470,1125.0%
Single Stock Dividend Plus,Future,Equity,Spain,Europe,MEFF,MEFF,0,,-100.0%,440,120.0%,540,0.0%,170.0%,4860,1329.4%
Mini IBEX 35,Future,Equity,Spain,Europe,MEFF,MEFF,"107,674",-11.6%,-38.0%,1130142,-44.4%,"8,326",4.0%,-5.2%,76372,8.0%
Ibex 35 Dividend Impact,Future,Equity,Spain,Europe,MEFF,MEFF,388,-61.5%,-87.3%,29075,-10.2%,"23,686",-0.8%,-2.9%,184778,-8.7%
Ibex 35,Future,Equity,Spain,Europe,MEFF,MEFF,"515,967",9.5%,-4.3%,4441737,-15.2%,"103,777",1.7%,13.0%,909738,13.4%
Stock Dividend,Future,Equity,Spain,Europe,MEFF,MEFF,"47,389",4638.9%,558.1%,193439,-25.1%,"145,617",47.8%,13.6%,835996,-30.7%
Ibex 35,Option,Equity,Spain,Europe,MEFF,MEFF,"505,895",214.5%,102.5%,2510500,7.4%,"945,443",46.9%,48.6%,5931528,6.8%
All Futures on Individual Equities,Future,Equity,Spain,Europe,MEFF,MEFF,"1,876,536",2742.2%,40.6%,9146334,23.1%,"1,109,682",9.1%,48.8%,8573127,-7.0%
All Options on Individual Equities,Option,Equity,Spain,Europe,MEFF,MEFF,"1,941,235",44.6%,-13.7%,14894586,1.6%,"8,080,890",-11.0%,-14.1%,73908746,-3.7%
Wheat,Option,Agriculture,Argentina,Latin America,Mercado a Termino de Buenos Aires,Mercado a Termino de Buenos Aires,159,-18.0%,80.7%,1585,88.2%,667,7.4%,120.1%,4260,140.5%
Corn,Option,Agriculture,Argentina,Latin America,Mercado a Termino de Buenos Aires,Mercado a Termino de Buenos Aires,158,-48.7%,-67.8%,4379,23.1%,"1,736",3.1%,60.0%,12392,69.4%
Wheat,Future,Agriculture,Argentina,Latin America,Mercado a Termino de Buenos Aires,Mercado a Termino de Buenos Aires,818,-41.8%,-13.2%,13189,30.0%,"1,940",4.4%,-0.6%,17403,29.4%
Corn,Future,Agriculture,Argentina,Latin America,Mercado a Termino de Buenos Aires,Mercado a Termino de Buenos Aires,"2,742",-23.0%,7.9%,34360,-0.2%,"4,559",-1.7%,-5.0%,51480,3.9%
Soybean,Option,Agriculture,Argentina,Latin America,Mercado a Termino de Buenos Aires,Mercado a Termino de Buenos Aires,"2,832",132.9%,3.1%,24060,-22.1%,"7,062",19.9%,-26.5%,51786,-20.1%
Soybean,Future,Agriculture,Argentina,Latin America,Mercado a Termino de Buenos Aires,Mercado a Termino de Buenos Aires,"10,616",31.4%,12.4%,109651,-14.3%,"13,697",-2.4%,-4.9%,110128,-20.7%
JPY/Indian Rupee,Future,Currencies,India,Asia,Metropolitan Stock Exchange of India,Metropolitan Stock Exchange of India,948,-28.1%,-97.7%,64272,-76.8%,53,-84.1%,-98.1%,5604,-65.1%
EUR/Indian Rupee,Future,Currencies,India,Asia,Metropolitan Stock Exchange of India,Metropolitan Stock Exchange of India,"5,759",27.8%,-71.7%,83440,-84.8%,982,33.4%,44.4%,9636,-61.4%
GBP/Indian Rupee,Future,Currencies,India,Asia,Metropolitan Stock Exchange of India,Metropolitan Stock Exchange of India,"11,460",29.3%,-65.9%,146756,-75.5%,"3,241",-14.1%,63.4%,20924,3.9%
US Dollar/Indian Rupee,Future,Currencies,India,Asia,Metropolitan Stock Exchange of India,Metropolitan Stock Exchange of India,"1,189,396",-11.3%,-76.0%,16355033,-51.7%,"231,419",-23.5%,-21.5%,2226831,-4.6%
JN21 Bond,Future,Interest Rates,Mexico,Latin America,Mexican Derivatives Exchange,BMV Group,600,100.0%,,3300,-23.3%,0,-100.0%,,600,-85.4%
NV42 Bond,Future,Interest Rates,Mexico,Latin America,Mexican Derivatives Exchange,BMV Group,600,,-96.5%,45676,-64.4%,0,-100.0%,-100.0%,55252,-24.6%
Mexican Peso/Euro,Future,Currencies,Mexico,Latin America,Mexican Derivatives Exchange,BMV Group,58,2800.0%,383.3%,208,-96.3%,29,0.0%,-32.6%,233,-75.5%
Mini IPC Stock Index,Future,Equity,Mexico,Latin America,Mexican Derivatives Exchange,BMV Group,"1,469",-12.1%,-96.2%,155829,-62.9%,193,-87.5%,-92.2%,19837,-59.4%
IPC Stock Index,Option,Equity,Mexico,Latin America,Mexican Derivatives Exchange,BMV Group,407,-57.5%,-86.7%,21882,-52.4%,"1,055",-72.7%,-64.3%,46366,-23.3%
All Options on Individual Equities,Option,Equity,Mexico,Latin America,Mexican Derivatives Exchange,BMV Group,"27,001",-10.3%,296.7%,278982,53.1%,"2,000",-98.4%,-97.0%,521804,-4.3%
Mexican Peso/US Dollar,Option,Currencies,Mexico,Latin America,Mexican Derivatives Exchange,BMV Group,"2,032",-49.6%,-63.8%,32133,2.8%,"5,312",-31.8%,30.0%,66069,54.6%
MR26 Bond,Future,Interest Rates,Mexico,Latin America,Mexican Derivatives Exchange,BMV Group,"12,200",617.6%,,40350,,"6,100",-14.1%,,35400,
DC24 Bond,Future,Interest Rates,Mexico,Latin America,Mexican Derivatives Exchange,BMV Group,"44,458",39.1%,-67.8%,419477,-64.0%,"20,852",-50.7%,-57.6%,301813,-60.6%
IPC Stock Index,Future,Equity,Mexico,Latin America,Mexican Derivatives Exchange,BMV Group,"132,058",250.4%,-1.9%,647156,-13.8%,"40,218",-3.2%,34.3%,334279,5.3%
TIIE 28,Future,Interest Rates,Mexico,Latin America,Mexican Derivatives Exchange,BMV Group,"25,828",25728.0%,,25928,-94.7%,"172,828",-11.4%,-77.3%,3084493,-67.3%
All Futures on Individual Equities,Future,Equity,Mexico,Latin America,Mexican Derivatives Exchange,BMV Group,"184,960",,9148.0%,186760,2309.8%,"184,660",61453.3%,18366.0%,187060,1600.5%
Mexican Peso/US Dollar,Future,Currencies,Mexico,Latin America,Mexican Derivatives Exchange,BMV Group,"601,119",65.9%,-61.6%,6414893,3.4%,"921,316",-1.7%,-8.5%,8193656,14.5%
All Options on Exchange Traded Funds,Option,Equity,United States,North America,MIAX Options,Miami International Holdings,"5,100,534",-29.5%,-54.7%,58974855,-35.8%,,,,0,
All Options on Individual Equities,Option,Equity,United States,North America,MIAX Options,Miami International Holdings,"8,718,520",-10.8%,-25.4%,90710452,-8.6%,,,,0,
All Options on Individual Equities,Option,Equity,United States,North America,MIAX Pearl,Miami International Holdings,"1,404,875",38.3%,,5470930,,,,,0,
All Options on Exchange Traded Funds,Option,Equity,United States,North America,MIAX Pearl,Miami International Holdings,"4,127,901",-9.8%,,17113115,,,,,0,
Hard Red Spring Wheat,Option,Agriculture,United States,North America,Minneapolis Grain Exchange,Minneapolis Grain Exchange,"9,223",-63.4%,986.3%,110317,655.8%,"19,425",15.0%,425.6%,111988,203.5%
Hard Red Spring Wheat,Future,Agriculture,United States,North America,Minneapolis Grain Exchange,Minneapolis Grain Exchange,"156,805",-45.2%,14.0%,2211370,33.4%,"80,281",1.0%,25.4%,673617,18.3%
S&P/TSX Composite Index Mini (SCF),Future,Equity,Canada,North America,Montreal Exchange,TMX Group,5,-50.0%,-28.6%,160,36.8%,0,-100.0%,-100.0%,24,-25.0%
S&P/TSX Composite Index Banks (Industry Group) (SXK),Future,Equity,Canada,North America,Montreal Exchange,TMX Group,720,620.0%,,839,-69.4%,420,320.0%,,562,-95.2%
US Dollar (USX),Option,Currencies,Canada,North America,Montreal Exchange,TMX Group,"1,933",77.8%,341.3%,7690,-56.5%,586,-30.1%,-70.8%,5138,-74.7%
S&P/TSX 60 Index Mini (SXM),Future,Equity,Canada,North America,Montreal Exchange,TMX Group,"8,036",-21.2%,268.6%,76488,425.0%,713,-56.6%,83.8%,8529,89.4%
10 Year Canadian Government Bond (OGB),Option,Interest Rates,Canada,North America,Montreal Exchange,TMX Group,0,-100.0%,,8642,190.3%,"2,591",0.0%,611.8%,19329,110.6%
5 Year Canadian Government Bond (CGF),Future,Interest Rates,Canada,North America,Montreal Exchange,TMX Group,"21,459",-42.0%,377.2%,284963,330.3%,"5,232",5.7%,78.5%,56417,56.4%
S&P Canada 60 Index (SXO) (incl. LEAPS),Option,Equity,Canada,North America,Montreal Exchange,TMX Group,"5,421",-91.4%,-86.5%,180552,-68.0%,"113,249",-24.1%,-7.5%,674691,-45.4%
Share,Future,Equity,Canada,North America,Montreal Exchange,TMX Group,"149,847",-14.0%,,752446,,"174,272",-30.9%,,974152,
3 Month Canadian Bankers' Acceptance (OBX),Option,Interest Rates,Canada,North America,Montreal Exchange,TMX Group,"86,933",239.9%,460.9%,615915,106.5%,"177,702",5.1%,466.1%,1975098,160.6%
S&P/TSX 60 Index Standard (SXF),Future,Equity,Canada,North America,Montreal Exchange,TMX Group,"847,955",148.6%,-6.6%,4612046,1.1%,"259,069",1.5%,5.0%,2231849,7.4%
10 Year Canadian Government Bond (CGB),Future,Interest Rates,Canada,North America,Montreal Exchange,TMX Group,"1,286,309",-53.5%,-10.7%,18759750,22.9%,"557,665",11.3%,33.0%,4400831,15.7%
3 Month Canadian Bankers Acceptance (BAX),Future,Interest Rates,Canada,North America,Montreal Exchange,TMX Group,"3,641,483",119.2%,70.3%,22791762,19.8%,"921,245",-6.9%,29.7%,7951264,20.9%
ETFs,Option,Equity,Canada,North America,Montreal Exchange,TMX Group,"1,760,900",80.6%,89.1%,9276107,14.8%,"1,584,501",-5.8%,31.9%,13141450,13.7%
All Options on Individual Equities,Option,Equity,Canada,North America,Montreal Exchange,TMX Group,"1,743,938",3.8%,-10.4%,16255065,-15.2%,"2,939,305",9.1%,-9.3%,23402405,-13.7%
Copper,Future,Metals,Russia,Europe,Moscow Exchange,Moscow Exchange,6,20.0%,-98.2%,840,-93.2%,0,-100.0%,-100.0%,202,-90.6%
USD/TRY,Future,Currencies,Russia,Europe,Moscow Exchange,Moscow Exchange,10,0.0%,-99.8%,2225,-96.6%,0,-100.0%,-100.0%,3220,-95.7%
MICEX Index,Option,Equity,Russia,Europe,Moscow Exchange,Moscow Exchange,0,-100.0%,-100.0%,768,-92.0%,2,-99.7%,-99.5%,3856,-75.9%
CNY/RUB,Future,Currencies,Russia,Europe,Moscow Exchange,Moscow Exchange,85,1.2%,8400.0%,538,-10.9%,2,-98.9%,0.0%,804,76.3%
USD/UAH,Future,Currencies,Russia,Europe,Moscow Exchange,Moscow Exchange,7,,-76.7%,80,-78.9%,4,-66.7%,-81.8%,126,-75.2%
Sugar (cash settled - SA),Future,Agriculture,Russia,Europe,Moscow Exchange,Moscow Exchange,20,-20.0%,-76.2%,146,-40.4%,46,27.8%,35.3%,294,-34.4%
Russian Market Volatility,Future,Other,Russia,Europe,Moscow Exchange,Moscow Exchange,539,-86.2%,-64.9%,35604,182.5%,312,-77.8%,-83.0%,13694,131.9%
EUR/USD,Option,Currencies,Russia,Europe,Moscow Exchange,Moscow Exchange,840,43.8%,59.4%,6201,-69.0%,332,-71.4%,-39.2%,5864,-17.1%
Refined Silver,Option,Metals,Russia,Europe,Moscow Exchange,Moscow Exchange,"1,014",-32.2%,-59.1%,14142,61.5%,836,-80.8%,-79.6%,20554,77.3%
MICEX Index (mini),Option,Equity,Russia,Europe,Moscow Exchange,Moscow Exchange,"3,239",-65.5%,-98.1%,41012,-97.8%,"1,138",-92.2%,-98.2%,49348,-95.0%
Gold,Option,Metals,Russia,Europe,Moscow Exchange,Moscow Exchange,"2,109",28.6%,72.9%,19343,-9.6%,"1,710",-64.0%,-1.5%,35626,-3.3%
USD/CAD,Future,Currencies,Russia,Europe,Moscow Exchange,Moscow Exchange,"30,159",95.3%,-30.0%,203319,-43.9%,"2,390",-76.4%,-6.1%,50002,-9.1%
10 year Russian Federation Government Bond,Future,Interest Rates,Russia,Europe,Moscow Exchange,Moscow Exchange,"12,269",-77.2%,18.9%,327938,-31.9%,"4,766",-90.6%,-31.7%,249850,-66.7%
USD/CHF,Future,Currencies,Russia,Europe,Moscow Exchange,Moscow Exchange,"15,139",34.6%,208.3%,68433,15.1%,"5,610",36.2%,67.2%,32274,-22.3%
6 Year Russian Federation Government Bond,Future,Interest Rates,Russia,Europe,Moscow Exchange,Moscow Exchange,"7,566",-70.4%,90.6%,190601,-33.1%,"10,522",-73.8%,1947.1%,268154,-41.0%
GBP/USD,Future,Currencies,Russia,Europe,Moscow Exchange,Moscow Exchange,"136,650",24.3%,-12.6%,1444257,24.6%,"11,754",14.3%,-52.1%,166926,27.5%
Platinum,Future,Metals,Russia,Europe,Moscow Exchange,Moscow Exchange,"19,042",17.0%,-21.7%,129163,8.7%,"12,192",-19.0%,-11.1%,117646,-16.7%
USD/JPY,Future,Currencies,Russia,Europe,Moscow Exchange,Moscow Exchange,"211,266",-28.1%,-64.3%,2695794,47.5%,"12,334",-28.0%,-77.6%,202584,-12.7%
Palladium,Future,Metals,Russia,Europe,Moscow Exchange,Moscow Exchange,"13,705",400.2%,677.4%,95003,941.9%,"12,572",6.6%,2113.4%,55076,1400.7%
MICEX Index,Future,Equity,Russia,Europe,Moscow Exchange,Moscow Exchange,"336,553",-20.6%,-18.7%,3878116,5.8%,"12,654",-25.9%,-11.8%,171126,5.7%
Ruble Overnight Index Average (RUONIA),Future,Interest Rates,Russia,Europe,Moscow Exchange,Moscow Exchange,"1,360",-72.6%,,16876,,"14,464",0.1%,,75158,
2 Year Russian Federation Government Bond,Future,Interest Rates,Russia,Europe,Moscow Exchange,Moscow Exchange,"8,300",-46.9%,2951.5%,131471,-59.2%,"15,356",-41.7%,6042.4%,209302,-54.1%
AUD/USD,Future,Currencies,Russia,Europe,Moscow Exchange,Moscow Exchange,"44,442",19.5%,-58.6%,367740,-6.5%,"15,526",-18.2%,188.5%,86804,40.6%
4 Year Russian Federation Government Bond,Future,Interest Rates,Russia,Europe,Moscow Exchange,Moscow Exchange,"7,952",-49.3%,41.6%,156508,-69.1%,"15,638",-62.5%,197.8%,297084,-72.2%
MICEX Index (mini),Future,Equity,Russia,Europe,Moscow Exchange,Moscow Exchange,"769,442",-4.7%,-69.1%,10451193,-45.7%,"22,610",-25.6%,-52.6%,353028,-28.8%
15 Year Russian Federation Government Bond,Future,Interest Rates,Russia,Europe,Moscow Exchange,Moscow Exchange,"37,838",-34.4%,45.3%,446908,10.4%,"39,210",-18.0%,113.5%,291286,9.4%
EUR/RUB,Option,Currencies,Russia,Europe,Moscow Exchange,Moscow Exchange,"43,536",317.9%,-2.9%,188533,-55.2%,"62,056",62.8%,-5.6%,483412,-44.5%
All Options on Individual Equities,Option,Equity,Russia,Europe,Moscow Exchange,Moscow Exchange,"139,573",18.7%,-75.3%,1630524,-63.0%,"97,064",-41.3%,-65.9%,1581532,-39.5%
Brent Oil,Option,Energy,Russia,Europe,Moscow Exchange,Moscow Exchange,"459,875",14.6%,28.7%,4365780,73.0%,"116,690",4.3%,-7.9%,1250004,0.1%
EUR/RUB,Future,Currencies,Russia,Europe,Moscow Exchange,Moscow Exchange,"2,212,425",-3.7%,40.1%,16451252,-9.0%,"119,188",3.5%,-2.6%,1383430,-24.1%
Refined Silver,Future,Metals,Russia,Europe,Moscow Exchange,Moscow Exchange,"761,994",-8.2%,167.3%,6288747,562.3%,"125,500",-48.3%,86.9%,1333716,630.2%
EUR/USD,Future,Currencies,Russia,Europe,Moscow Exchange,Moscow Exchange,"4,992,222",-3.3%,175.0%,26891320,4.4%,"181,152",-43.6%,161.8%,2295918,109.1%
Gold,Future,Metals,Russia,Europe,Moscow Exchange,Moscow Exchange,"2,537,063",19.7%,49.9%,17503131,12.3%,"217,066",-13.4%,-3.6%,2324636,-12.6%
RTS Index,Future,Equity,Russia,Europe,Moscow Exchange,Moscow Exchange,"9,901,377",-0.1%,-40.1%,105489567,-35.4%,"463,458",-29.2%,-17.5%,5351110,-9.5%
Brent Oil,Future,Energy,Russia,Europe,Moscow Exchange,Moscow Exchange,"39,011,432",-18.6%,-27.3%,314681868,4.8%,"890,774",29.9%,35.6%,6960478,6.1%
USD/RUB,Option,Currencies,Russia,Europe,Moscow Exchange,Moscow Exchange,"2,685,170",12.8%,33.1%,27218947,28.4%,"1,306,568",-47.7%,4.0%,17808804,-9.5%
RTS Index,Option,Equity,Russia,Europe,Moscow Exchange,Moscow Exchange,"2,990,515",6.4%,20.3%,28723905,44.2%,"1,791,896",-36.7%,13.9%,18506062,91.7%
All Futures on Individual Equities,Future,Equity,Russia,Europe,Moscow Exchange,Moscow Exchange,"16,794,658",6.5%,-19.1%,148072286,-27.7%,"2,151,398",-20.0%,23.5%,22026600,26.0%
USD/RUB,Future,Currencies,Russia,Europe,Moscow Exchange,Moscow Exchange,"46,662,647",7.3%,-28.6%,454904842,-34.2%,"3,807,152",-7.4%,16.0%,34293678,20.3%
RBD Palm Oil,Future,Agriculture,India,Asia,Multi Commodity Exchange of India,Multi Commodity Exchange of India,2,-95.7%,,3326,,0,-100.0%,,439,
Pepper,Future,Agriculture,India,Asia,Multi Commodity Exchange of India,Multi Commodity Exchange of India,376,-74.2%,,2967,,73,-54.9%,,366,
Cardamom,Future,Agriculture,India,Asia,Multi Commodity Exchange of India,Multi Commodity Exchange of India,"4,749",-7.8%,-70.5%,66690,-70.7%,446,-6.9%,-70.8%,8308,-48.5%
Gold Guinea,Future,Metals,India,Asia,Multi Commodity Exchange of India,Multi Commodity Exchange of India,"15,606",-2.4%,-24.8%,137066,-61.3%,729,-49.1%,-55.1%,9982,-52.8%
Mentha Oil,Future,Agriculture,India,Asia,Multi Commodity Exchange of India,Multi Commodity Exchange of India,"59,360",-42.0%,15.7%,456472,-17.9%,"4,025",-28.4%,-34.4%,37184,-42.1%
Aluminum,Future,Metals,India,Asia,Multi Commodity Exchange of India,Multi Commodity Exchange of India,"197,267",-0.8%,26.0%,1314106,-10.5%,"5,098",-24.1%,10.8%,37516,-4.9%
Natural Gas,Future,Energy,India,Asia,Multi Commodity Exchange of India,Multi Commodity Exchange of India,"810,816",-4.3%,-33.5%,9373898,-15.6%,"5,646",21.1%,-38.2%,71276,-26.4%
Lead,Future,Metals,India,Asia,Multi Commodity Exchange of India,Multi Commodity Exchange of India,"388,341",15.3%,0.6%,2850074,-4.3%,"7,102",159.9%,-33.8%,31490,-25.0%
Gold Mini,Future,Metals,India,Asia,Multi Commodity Exchange of India,Multi Commodity Exchange of India,"259,785",3.1%,-11.7%,2241716,-52.8%,"7,151",-16.2%,8.2%,77177,-34.1%
Aluminum Mini,Future,Metals,India,Asia,Multi Commodity Exchange of India,Multi Commodity Exchange of India,"379,877",-0.2%,53.9%,2610213,8.2%,"7,500",-26.6%,58.2%,52170,9.0%
